1.69,-0.011947,-0.37191
1.7,-0.015645,-0.36727
1.71,-0.019277,-0.35865
1.72,-0.022808,-0.34727
1.73,-0.026213,-0.33344
1.74,-0.029466,-0.31669
1.75,-0.032536,-0.29736
1.76,-0.035412,-0.2774
1.77,-0.038072,-0.25443
1.78,-0.040497,-0.23061
1.79,-0.042681,-0.20614
1.8,-0.04462,-0.18162
1.81,-0.046316,-0.15747
1.82,-0.047765,-0.13246
1.83,-0.04897,-0.10871
1.84,-0.049943,-0.086297
1.85,-0.050706,-0.066432
1.86,-0.051277,-0.0481
1.87,-0.051675,-0.031853
1.88,-0.051922,-0.017947
1.89,-0.052045,-0.0067825
1.9,-0.052064,0.0028007
1.91,-0.051995,0.010526
1.92,-0.051864,0.015442
1.93,-0.051695,0.017974
1.94,-0.051513,0.018176
1.95,-0.051342,0.015726
1.96,-0.051202,0.012025
1.97,-0.051111,0.0058461
1.98,-0.051094,-0.0024234
1.99,-0.051159,-0.010733
2,-0.051315,-0.020478
2,-0.051315,-0.020478
2,-0.051315,-0.020478
2.01,-0.051468,-0.010268
2.02,-0.051522,-0.00072561
2.03,-0.051489,0.0074474
2.04,-0.051369,0.016642
2.05,-0.051154,0.026366
2.06,-0.05084,0.03646
2.07,-0.050423,0.047015
2.08,-0.049898,0.058129
2.09,-0.049255,0.070595
2.1,-0.048486,0.083055
2.11,-0.047595,0.095009
2.12,-0.046591,0.10575
2.13,-0.045481,0.11621
2.14,-0.044272,0.12518
2.15,-0.042983,0.13268
2.16,-0.041621,0.1395
2.17,-0.040198,0.14494
2.18,-0.038729,0.14865
2.19,-0.03723,0.15087
2.2,-0.035715,0.152
2.21,-0.034199,0.15079
2.22,-0.032706,0.14758
2.23,-0.031254,0.14302
2.24,-0.029844,0.13858
2.25,-0.028493,0.13147
2.26,-0.027219,0.12336
2.27,-0.026027,0.11504
2.28,-0.024918,0.1065
2.29,-0.023902,0.096733
2.3,-0.022984,0.086883
2.31,-0.022162,0.077473
2.32,-0.021436,0.06775
2.33,-0.020806,0.058169
2.34,-0.020274,0.048348
2.35,-0.019836,0.039432
2.36,-0.019481,0.031526
2.37,-0.019207,0.023323
2.38,-0.019012,0.01595
2.39,-0.018883,0.0099689
2.4,-0.01881,0.0047023
2.41,-0.018785,0.00047091
2.42,-0.018797,-0.0025516
2.43,-0.018829,-0.0039377
2.44,-0.018877,-0.0055604
2.45,-0.018932,-0.0052722
2.46,-0.018981,-0.0045759
2.47,-0.019022,-0.0035211
2.48,-0.01905,-0.0017428
2.49,-0.019049,0.0018918
2.5,-0.019012,0.0056718
2.51,-0.018932,0.010213
2.52,-0.018812,0.013891
2.53,-0.01865,0.018479
2.54,-0.018441,0.023555
2.55,-0.018176,0.029262
2.56,-0.017858,0.034429
2.57,-0.01749,0.038957
2.58,-0.017083,0.042372
2.59,-0.01664,0.046189
2.6,-0.016161,0.049612
2.61,-0.015651,0.052277
2.62,-0.015116,0.054638
2.63,-0.014561,0.056255
2.64,-0.013994,0.057027
2.65,-0.013422,0.057346
2.66,-0.012851,0.056788
2.67,-0.012287,0.05607
2.68,-0.011731,0.05496
2.69,-0.011193,0.052581
2.7,-0.010679,0.050164
2.71,-0.010189,0.047897
2.72,-0.0097227,0.045082
2.73,-0.0092939,0.040759
2.74,-0.0089051,0.037186
2.75,-0.0085451,0.034654
2.76,-0.0082166,0.030937
2.77,-0.0079292,0.026596
2.78,-0.0076833,0.022678
2.79,-0.007473,0.019344
2.8,-0.0072976,0.015934
2.81,-0.0071489,0.01363
2.82,-0.0070301,0.010167
2.83,-0.0069446,0.0070862
2.84,-0.0068838,0.0050422
2.85,-0.0068448,0.0026904
2.86,-0.0068316,0.00017409
2.87,-0.0068354,-0.00097295
2.88,-0.006852,-0.0022559
2.89,-0.0068779,-0.0028985
2.9,-0.0069089,-0.0034412
2.91,-0.0069509,-0.0048206
2.92,-0.0070015,-0.0050985
2.93,-0.007047,-0.0039453
2.94,-0.0070792,-0.0024407
2.95,-0.0070941,-0.00064245
2.96,-0.0070948,0.0004439
2.97,-0.0070871,0.0012672
2.98,-0.0070642,0.0033141
2.99,-0.0070211,0.0052327
3,-0.0069619,0.0066374
3.01,-0.0068874,0.0082536
3.02,-0.0067971,0.0097985
3.03,-0.0066912,0.011415
3.04,-0.006568,0.01322
3.05,-0.006427,0.014977
3.06,-0.0062685,0.016679
3.07,-0.006095,0.01804
3.08,-0.0059069,0.019494
3.09,-0.0057077,0.020363
3.1,-0.005499,0.02139
3.11,-0.0052798,0.022328
3.12,-0.0050559,0.022376
3.13,-0.004834,0.021878
3.14,-0.0046222,0.020522
3.15,-0.004422,0.019672
3.16,-0.0042247,0.019624
3.17,-0.0040342,0.018632
3.18,-0.0038475,0.018573
3.19,-0.0036667,0.017544
3.2,-0.0034974,0.016281
3.21,-0.0033423,0.014698
3.22,-0.0032045,0.012876
3.23,-0.0030847,0.011147
3.24,-0.0029793,0.0098787
3.25,-0.002889,0.0082375
3.26,-0.0028131,0.0069866
3.27,-0.002748,0.005993
3.28,-0.0026941,0.0049215
3.29,-0.0026459,0.004548
3.3,-0.0026082,0.0030613
3.31,-0.0025826,0.002
3.32,-0.00257,0.00063373
3.33,-0.0025665,0.00025581
3.34,-0.0025596,0.00089778
3.35,-0.0025548,0.00014989
3.36,-0.0025543,-0.00013448
3.37,-0.00256,-0.00092609
3.38,-0.0025704,-0.0010385
3.39,-0.0025775,-0.00036783
