time,angle,gyro
4.49,-0.279360483223668,-0.952736495344653
4.5,-0.288887848177115,-0.952736495344653
4.51,-0.298415213130561,-0.952736495344653
4.52,-0.307942578084008,-0.952736495344653
4.525,-0.312706260560731,-0.952736495344653
4.53,-0.317469943037454,-0.952736495344653
4.54,-0.326997307990901,-0.952736495344653
4.55,-0.336524672944347,-0.952736495344653
4.56,-0.346052037897794,-0.952736495344653
4.57,-0.355579402851241,-0.952736495344653
4.575,-0.360343085327964,-0.952736495344653
4.58,-0.365106767804687,-0.952736495344653
4.59,-0.374634132758133,-0.952736495344653
4.6,-0.38416149771158,-0.952736495344653
4.61,-0.393688862665027,-0.952736495344653
4.62,-0.403216227618473,-0.952736495344653
4.625,-0.407979910095196,-0.952736495344653
4.63,-0.412743592571919,-0.952736495344653
4.64,-0.422270957525366,-0.952736495344653
4.65,-0.431798322478813,-0.952736495344653
4.66,-0.441325687432259,-0.952736495344653
4.67,-0.450853052385705,-0.952736495344653
4.675,-0.455616734862428,-0.952736495344653
4.68,-0.460380417339152,-0.952736495344653
4.69,-0.469907782292599,-0.952736495344653
4.7,-0.479435147246045,-0.952736495344653
4.71,-0.488962512199491,-0.952736495344653
4.72,-0.498489877152938,-0.952736495344653
4.725,-0.503253559629662,-0.952736495344653
4.73,-0.508017242106385,-0.952736495344653
4.74,-0.517544607059831,-0.952736495344653
4.75,-0.527071972013278,-0.952736495344653
4.76,-0.536599336966724,-0.952736495344653
4.77,-0.546126701920171,-0.952736495344653
4.775,-0.550890384396894,-0.952736495344653
4.78,-0.555654066873618,-0.952736495344653
4.79,-0.565181431827064,-0.952736495344653
4.8,-0.57470879678051,-0.952736495344653
